,Country Name,Depression Rate,GBL Consumption,Dairy Consumption,Fruits Consumption,Meat Consumption,Vegetables Consumption,Confections Consumption,Caffeine Consumption,Alcohol Consumption,total,GBL_percentage,Dairy_percentage,Fruits_percentage,Meat_percentage,Vegetables_percentage,Confections_percentage,Caffeine_percentage,Alcohol_percentage,average,Country Code,average_GDP_capita
37,Latvia,0.04449965887328412,0.0005536578122908224,0.0004077177282527047,4.534430809539426e-05,0.00012006588515264775,0.00034548044263157533,0.00011369481934294192,3.3023865839782935e-06,9.996070159965066e-05,3324.8550000000005,0.3277586541367969,0.24136390910280295,0.02684327587218089,0.07107753571208368,0.2045201971213782,0.06730594266516884,0.0019549724724837623,0.05917551291710465,1968273.5,LVA,14871.539147758725
38,Lebanon,0.04249200736512638,0.0002994519129471517,8.488460519273403e-05,0.00010509884420908788,4.596003614549116e-05,0.00015160679262265388,9.872185974646633e-05,5.243543203490285e-06,1.0601076476621662e-05,5273.9375,0.3735823566358153,0.10589810743870211,0.1311164571062892,0.05733761539646613,0.18913762250690305,0.12316082623277201,0.00654160198144176,0.013225412701610513,6579520.5,LBN,7690.468615585435
39,Lithuania,0.05226086658948556,0.0008769791963888051,0.0005227194834432137,5.540184938135902e-05,0.00014642648100891365,0.00021536493562331112,0.0004479720712254499,4.508444707090249e-06,0.00013863467474302515,6943.4349999999995,0.3641929390856255,0.21707555410254437,0.023007344347574364,0.06080815907400301,0.08943700056240175,0.18603436195485376,0.00187227215348023,0.05757236871951708,2883477.75,LTU,15676.67958456785
40,Luxembourg,0.03901863111632172,0.0003020475438457162,0.00022132794161108514,8.939912935663439e-05,0.0001322325957037209,0.00012845700140564942,0.00017662837693276795,2.4736652297709515e-05,0.0001523257009911586,706.925,0.2461364359726987,0.18035859532482232,0.07285072673904587,0.10775541959896738,0.10467871414930863,0.14393323195529936,0.02015772535983308,0.12412915090002476,576068.25,LUX,108026.4217303785
41,Malaysia,0.03202803365077564,0.0034211355346982723,9.276015366297667e-06,6.651501734807611e-05,0.00014966600644565782,0.0001012160085194337,0.00032372850741703543,-3.100206727197629e-06,1.0375030449484129e-05,124329.685,0.83875785577676,0.00227419541841516,0.016307449021526917,0.03669352978735528,0.024815071316234734,0.07936833427994289,-0.0007600759223350401,0.002543640322100068,30481838.25,MYS,10337.810925813215
42,Maldives,0.026953760423021254,0.00016864991446656407,2.9540590113570143e-05,5.5321468758140446e-05,0.00019041864387207312,9.61411932787101e-05,8.325075395642494e-05,3.7597114689998363e-06,1.0204931130142412e-05,296.6325,0.2646372194550496,0.04635365308926028,0.08680775033079653,0.29879564781337176,0.15086007096322893,0.1306330223424608,0.005899555847724036,0.0160130801581081,465461.25,MDV,9079.91888578789
43,Malta,0.03549627837568761,0.00031392716224266015,0.00013976969060980628,6.766627878728717e-05,0.0002167206702733163,0.00023239484272027315,0.00013204907912850268,4.4371330352319455e-06,7.432197834013508e-05,532.4549999999999,0.2657501572902875,0.1183198580161704,0.05728183602370154,0.18346151317951753,0.19673024011418808,0.11178409443051526,0.003756185968767314,0.06291611497685251,450741.5,MLT,26346.390181072024
44,Mauritius,0.039599635336530326,0.0002648652661272363,2.1379259149283646e-05,3.701779130477817e-05,9.471407715339123e-05,9.204958800386015e-05,0.0031574275604384734,2.177517135575186e-06,3.2662757033627795e-05,4675.650000000001,0.07154085528215327,0.005774598184209681,0.009998609818955652,0.025582539326083,0.024862853293125018,0.8528300877952799,0.0005881535187620972,0.008822302781431458,1262906.25,MUS,9895.228112482724
45,Mexico,0.02639329469582696,0.0005010278038839806,0.00010390474678822937,9.884890704716471e-05,0.00011140486784081826,7.41856275035202e-05,0.0005292560520879653,6.709847820936946e-07,5.945251484137779e-05,181266.87,0.3388181193838676,0.07026518414534327,0.06684619202615459,0.07533711207127922,0.05016774438704657,0.35790736332568657,0.00045375087019486793,0.04020453379042734,122581021.5,MEX,9644.481834991117
46,Montenegro,0.029845015026932323,0.00023587132756982214,0.0004074506408105616,0.00013662053044930073,0.00010287525942832344,0.00015952456055403643,0.0001538990093002417,6.027376343351503e-06,9.000882006071577e-05,804.005,0.18252374052400172,0.315296546663267,0.10572073556756488,0.07960771388237635,0.12344450594212722,0.11909129918346278,0.004664150098569039,0.06965130813863098,622161.25,MNE,7176.341239538207
47,Netherlands,0.04312840075632214,0.0010126306118771,0.0005318793551668312,9.167746229722063e-05,0.00012054328320165653,0.00028135902929060343,0.0005798173545421416,4.193239729531035e-06,8.482114751139094e-05,45995.0225,0.37408939195540125,0.19648865265801316,0.033867795151094886,0.044531503381697445,0.10394059487632602,0.21419806893235024,0.0015490806641088174,0.03133491238100818,16991635.25,NLD,48172.12034546532
48,New Zealand,0.03550042373360226,0.00040844426516068306,0.0022839316928869166,0.000181739948904128,0.00018563668145757698,0.0002079870915691811,9.82224015059836e-05,4.6255210434314915e-06,8.939088342073417e-05,16082.412499999999,0.1180482094959323,0.6600999694542098,0.05252632339830856,0.053652553682477684,0.06011224995006191,0.02838815382953273,0.0013368641054319432,0.025835676084045228,4648125.0,NZL,41531.07927679057
49,Norway,0.03893079188298921,0.0004979045775835153,0.0003169312607577383,6.608333526096391e-05,0.000419671890721487,0.00014046907938187464,0.0001679486129842188,9.02227089982659e-06,8.374395063934787e-05,8865.11,0.29257956190052914,0.18623570378709345,0.03883200546862926,0.24660833311712996,0.08254268700557578,0.09869025877851487,0.005301682663836094,0.049209767278691405,5209331.5,NOR,79332.6587931533
50,Oman,0.0333148454670425,0.000226321895906607,0.00011370568015779114,0.00015097683099115687,0.00010607254846711784,0.00013320135905524398,6.569929107977505e-05,2.12158858589928e-06,7.912952023083802e-06,3514.165,0.28079216542194235,0.14107191893380078,0.18731334470635272,0.13160167493558214,0.16525974164559717,0.08151153972565317,0.002632204236283726,0.009817410394787951,4359940.5,OMN,16453.25984029035
51,Panama,0.024448840480693627,0.0003580694995788281,7.200106958744136e-05,8.78625367818994e-05,0.00010880217134743352,4.034058191976333e-05,0.000706767619701466,1.4987213097125697e-06,8.917391792789789e-05,5863.0625,0.24449679668262106,0.0491637262949184,0.059994243622680125,0.07429223208860558,0.027545331471394003,0.48259463377714296,0.0010233559679774862,0.06088968009466043,4003412.75,PAN,13980.171814536201
52,Peru,0.022455160141928564,0.0004286536277112291,5.9382702007628286e-05,0.0001471877548117844,9.905506502641773e-05,0.000286216489060055,0.00040005182727000425,2.5542696479993536e-06,5.2818066319935676e-05,45359.229999999996,0.2904315174662357,0.04023436905785217,0.09972611968942155,0.06711412429179243,0.1939241473014423,0.2710525509361601,0.001730629025228162,0.035786542231867696,30732855.5,PER,6454.371810152752
53,Poland,0.02720579057437701,0.0007687221779000634,0.00031643432743818636,7.737767029306899e-05,0.00012007649444469528,0.0002916947967218773,0.00041853843143609186,1.948098188887337e-06,0.00011993966687257713,80329.7,0.3635081420694961,0.14963332366484625,0.03658982916654737,0.0567809602177028,0.13793466177515912,0.19791562149491407,0.000921203490116358,0.05671625812121793,37985765.0,POL,13290.480669083627
54,Portugal,0.053602298509552636,0.0005959179787598807,0.00023873447531212478,0.00022677358813808616,0.00016351064361896337,0.00018593742788732795,8.871498752322406e-05,5.340113263560686e-06,0.0001082279063687254,16690.0825,0.3694109960211401,0.1479920785292703,0.14057749564749006,0.10136064336410561,0.11526306116222014,0.054994635287153315,0.0033103491249968356,0.06709074086362365,10346222.5,PRT,20696.374578147927
55,Romania,0.028766539012935303,0.0007563961453386224,0.0002528028143616602,0.00013116637637267814,0.00010445938849030488,0.0003279285968923643,0.00011988358743633672,2.6957196224797807e-06,0.00011985194753466442,35856.317500000005,0.4167048108049578,0.13927113401982788,0.0722606274333665,0.05754752980419698,0.18065854085545732,0.06604484690877695,0.0014850939447420945,0.06602741622867433,19753538.0,ROU,9842.302291230979
56,St. Lucia,0.029247039228661988,0.00014059000474665262,3.3407525880392706e-05,0.00014476594548170173,0.0001347436877175839,7.934287396593268e-05,6.128889018807045e-05,0.0,4.175940735049088e-05,114.20750000000001,0.22108880765273733,0.05253595429371976,0.22765580193945228,0.21189501565133637,0.12477289144758442,0.09638158614802003,0.0,0.0656699428671497,179600.25,LCA,10336.76866775149
57,Saudi Arabia,0.03696727796322536,0.0005574271952445528,6.924832796807025e-05,6.41927943354306e-05,7.915397517077641e-05,7.257967497599792e-05,5.642100362016777e-05,2.941259536273376e-06,1.653970879814206e-06,28955.6275,0.6168835401684871,0.076634498768849,0.07103973139590913,0.08759670292070171,0.08032117418280782,0.06243898530605148,0.003254980400614699,0.0018303868565790883,32044095.0,SAU,21443.719848567125
58,Slovak Republic,0.028678166391771003,0.0004824414346035091,0.000209602956456379,5.0017317229538034e-05,8.136104212876651e-05,0.00011610833953560348,0.00036202128913878103,3.500291076836916e-06,9.36327863053875e-05,7592.2325,0.34492489527948467,0.14985710724744006,0.03576023257981101,0.058169649045916344,0.0830124736037786,0.25882966571426785,0.0025025577127676213,0.06694341881653387,5428120.0,SVK,17262.650910998273
59,Slovenia,0.03585524353797611,0.0004309101881677488,0.00025324148495187263,0.0001362490055336474,0.00010196270023002465,0.0001539310986962363,8.733137368911803e-05,5.328849994204876e-06,9.846261466564918e-05,2616.2475,0.3399907692219486,0.1998090776962042,0.10750129718231934,0.08044919297581746,0.12145257663886923,0.06890498700906546,0.004204495178686267,0.07768760409708944,2064235.25,SVN,22568.287420724624
60,Spain,0.039192193060830646,0.0008187931924457223,0.00020407734042500344,0.00030889822364812026,0.00016023826538894971,0.00017139507396794198,0.00019456609659632826,2.2741567217201836e-06,0.00012001956183376214,92083.67,0.41347722131405057,0.10305573181433798,0.1559885699603415,0.08091771320582683,0.08655171975660832,0.09825270865073038,0.0011484120908734415,0.06060792320723099,46500753.0,ESP,27467.269944583728
61,Suriname,0.04021135135959726,0.0003741439399803719,1.4236154672261475e-05,0.00011121995837704277,0.00011622930530234478,0.00010054284237284668,0.0003047426859530972,0.0,0.00010988531887651826,635.565,0.330808021209475,0.012587225539480619,0.09833769952719233,0.10276682951389707,0.08889728037258186,0.269445296704507,0.0,0.09715764713286602,561949.5,SUR,7302.659053919498
62,Sweden,0.048228480714688,0.0005086878055948768,0.00035943286059388015,6.249354197512878e-05,0.0001295181823909107,0.00017744923450984076,0.0003136697036197541,1.0208713991072923e-05,9.788206169108133e-05,16376.08,0.30655993375704077,0.2166116677495469,0.03766163819424429,0.07805393598468009,0.1069395117757119,0.18903257067625462,0.006152265987953161,0.05898847587456827,9869019.75,SWE,54330.627487557045
63,Switzerland,0.04183113788035357,0.0002731541051968567,0.000489454915051476,9.808920369136163e-05,0.0001026672004209006,0.00013608150089576226,0.0002774344705704308,5.736386376316617e-06,0.00010379555663115303,12372.9875,0.18376725911991748,0.329285873763309,0.06599052977302369,0.06907042458420007,0.091550242009054,0.18664691934748986,0.0038592134680488447,0.06982953793495711,8324055.75,CHE,82327.34678438683
64,Thailand,0.03724191464656273,0.0006777103757056464,1.7044726298850457e-05,0.00011416298353969027,7.073761171096546e-05,0.00013516653184274848,0.0014808769829476104,5.230003381705659e-07,4.753491962483588e-05,175095.98,0.2664210223444307,0.006700610716476757,0.04487967113808095,0.02780831975696986,0.05313657115371809,0.5821613094715253,0.00020560152209091263,0.018686893896707392,68833607.5,THA,6094.769150612376
65,Trinidad and Tobago,0.03568128369890574,0.00023551655113493862,3.057711019371691e-05,7.444070279303701e-05,0.00010956069792982044,7.407668957644514e-05,0.00010011273489317849,7.280264331837361e-07,2.984908376053318e-05,899.5025,0.35964324723944624,0.046692477230469064,0.11367394754322528,0.16730359281936405,0.11311808471905302,0.15287617321797325,0.0011117256483445014,0.04558075158212456,1373576.5,TTO,17743.926068436376
66,Turkey,0.03762840449987055,0.0005706965559068658,0.00024210498275301586,0.00014414010705125687,6.267898467616389e-05,0.00026575940783946106,0.00029227708882593757,3.931352186974276e-06,1.5387533499699316e-05,126434.56,0.3573607564260911,0.15160214106016584,0.09025815409963858,0.039248544859886415,0.16641415132065157,0.18301908512988854,0.0024617478006013545,0.009635419303076627,79171233.0,TUR,11162.595190243424
67,United Arab Emirates,0.034187166620549554,0.0004704053217796914,6.151330554768034e-05,0.0001236428158112129,0.00013159158873061238,0.00017481459873633023,0.0001848549847934072,7.260499043301991e-06,2.4273107502699647e-05,10995.6125,0.39920468277688037,0.0522026399166031,0.10492821568602932,0.11167386082403322,0.14835462781177494,0.15687529912499193,0.006161548526741917,0.020599125332945303,9331314.5,ARE,40300.4683736624
